qwen_macro,publication_year,n,n_broad,n_specialized,journals,status,estimate,se,ci_low,ci_high,bootstrap_ci_low,bootstrap_ci_high,far_near_broad,far_near_specialized,display_label,p_value,q_value_bh
17,2019,21272,6175,15097,2307,estimated,-0.0459848729845013,0.0923631645172137,-0.2270166754382402,0.1350469294692376,-0.2327528349970081,0.1276401572529452,1.138701016623425,1.0875237041280983,Surgical specialties,0.6185754883442253,0.8597150854953639
17,2020,20386,7830,12556,2450,estimated,-0.2254639539452823,0.0741815473413021,-0.3708597867342346,-0.08006812115633,-0.3531023458543587,-0.0798341138829268,1.3734884194312953,1.0962440544367194,Surgical specialties,0.0023708639153134,0.0777643364222804
18,2015,26953,12491,14462,4718,estimated,3.498804416918003,6.865878858546169,-9.958318145832486,16.955926979668494,-9.105037434831567,16.062715870842634,11.308349831640577,374.0336598340239,Mixed records,0.6103365665359071,0.8597150854953639
18,2016,27173,13136,14037,4755,estimated,0.6590997438524151,1.0357438964201438,-1.3709582931310664,2.6891577808358966,-1.4381197509517072,2.635180831288671,34.98852953396539,67.63462283347693,Mixed records,0.5245457332173058,0.8597150854953639
18,2017,25385,11914,13471,4749,estimated,0.2582084837879108,0.4444158574746006,-0.6128465968623065,1.129263564438128,-0.5717751833126934,1.103402184176598,11.156299559002711,14.443042417744747,Mixed records,0.5612361002222045,0.8597150854953639
18,2018,24490,11431,13059,4721,estimated,-0.3119057083814622,0.74421518629154,-1.770567473512881,1.1467560567499562,-1.70986692598935,1.1798170150439156,29.64467683742744,21.701402019145963,Mixed records,0.6751380192499852,0.8787510726745839
18,2019,24507,10888,13619,4892,estimated,1.3663895998261344,0.5327087508407604,0.322280448178244,2.410498751474025,0.2908985941345837,2.394671980289589,8.644667944173028,33.89719637162519,Mixed records,0.0103180463890181,0.1245571220302082
18,2020,23582,10616,12966,4887,estimated,0.03099070125538,0.2798274142883495,-0.517471030749785,0.5794524332605451,-0.484439377984768,0.5000333773474867,13.375257344165318,13.796255772802674,Mixed records,0.9118151194823788,0.9710238934747412
19,2015,13477,4058,9419,619,not_estimable,,,,,,,,,Synthetic chemistry,,
19,2016,13188,3631,9557,613,not_estimable,,,,,,,,,Synthetic chemistry,,
19,2017,11633,2644,8989,685,not_estimable,,,,,,,,,Synthetic chemistry,,
19,2018,11502,2757,8745,673,not_estimable,,,,,,,,,Synthetic chemistry,,
19,2019,10248,2293,7955,703,not_estimable,,,,,,,,,Synthetic chemistry,,
19,2020,10249,2616,7633,702,not_estimable,,,,,,,,,Synthetic chemistry,,
20,2015,15344,6699,8645,1723,estimated,-0.2850043889317901,0.125999459477933,-0.5319633295085389,-0.0380454483550414,-0.5374119014569595,-0.0315452923702344,1.3008617015021025,0.9782622488920416,Civil & structural engineering,0.0237005360328632,0.1943443954694787
20,2016,16873,7052,9821,1745,estimated,-0.092731749026047,0.0907673034042853,-0.2706356636984462,0.0851721656463521,-0.2689334648342122,0.0788432649744477,1.0430175834262654,0.950645820179242,Civil & structural engineering,0.3069500604263132,0.6978537830261355
20,2017,18268,8241,10027,1839,estimated,-0.2343018486002572,0.1283580499214778,-0.4858836264463538,0.0172799292458392,-0.5042717580643161,0.0083099236737104,1.039859828016062,0.8226570064288068,Civil & structural engineering,0.0679441382748106,0.3011578020829444
20,2018,19828,8081,11747,1915,estimated,-0.2600755591251776,0.1367732466624866,-0.5281511225836515,0.0080000043332961,-0.5599555638800021,0.0056113519421346,0.9985813318491104,0.7698995443422452,Civil & structural engineering,0.0572353751377568,0.2832319780128169
20,2019,19630,7886,11744,2021,estimated,-0.4463342511412413,0.2384700880929913,-0.9137356238035044,0.0210671215210216,-0.9184069670437592,-0.0340509790072033,1.2226000365756675,0.7824271322630753,Civil & structural engineering,0.0612540480224846,0.2852620794048153
